FLORIDA,5,salvage,1,8MRJS25K2MM395933
NEVADA,10,fair,3,9FAKY68E5VZ242727
CALIFORNIA,2,fair,3,3VAQY01X0QT910065
UTAH,9,fair,3,5VIWT77Z7XO831227
MASSACHUSETTS,8,good,1,5XLNE13Z9KK340563
COLORADO,6,fair,1,4GXEU02V3HS400010
NEVADA,10,salvage,2,4PXEG24P5MX786315
NEVADA,10,fair,1,4HPRB17I6FO491403
FLORIDA,5,good,1,7YXLE91G8FN978739
MASSACHUSETTS,8,fair,3,9URRR88O8MX230373
CALIFORNIA,2,good,3,9NTEX39F5OW794117
WASHINGTON,3,excellent,1,4EXGP34T1XL631221
TEXAS,4,excellent,3,5OXLZ17Z0PP749755
FLORIDA,5,good,1,8FUJH63E5NZ315511
WASHINGTON,3,like new,2,6MAMP72A2EP244618
UTAH,9,like new,3,4TWGA80C9BX113471
FLORIDA,5,fair,1,2CBHV90J3ZZ887817
FLORIDA,5,good,2,8EHBX23Q3QI408641
WASHINGTON,3,excellent,2,6ILEH98X5RE728071
FLORIDA,5,excellent,2,1VUZZ49M9UT835172
CALIFORNIA,2,excellent,2,7BHXK47V1ZJ194584
FLORIDA,5,excellent,1,4NCVA38Y7RK772805
TEXAS,4,good,1,1CYCO77B2BC446208
ALABAMA,1,fair,3,4BTUU65U9FU679040
WASHINGTON,3,good,2,7YCJC61E9OA063882
NEVADA,10,like new,3,7YMGT18O3KE138701
ARIZONA,7,excellent,1,1OOMN14D0NM563282
UTAH,9,excellent,2,0ZKSF03R8EJ423009
ALABAMA,1,excellent,2,9QMSY03I2SR144897
MASSACHUSETTS,8,excellent,3,7XBIA67H6EK933865
CALIFORNIA,2,excellent,2,2PGOY59G6XY191525
MASSACHUSETTS,8,excellent,3,7QNQJ81A5IL966652
FLORIDA,5,excellent,2,6BRMY15Q4GK659692
CALIFORNIA,2,good,3,6QVAA99Y2BS141804
NEVADA,10,good,3,2CBEX70V6PU382323
WASHINGTON,3,good,2,8LKSR12A8OF651126
COLORADO,6,good,3,4LMDD49L1KK446762
ALABAMA,1,excellent,2,6QVPN42M9LM532109
MASSACHUSETTS,8,excellent,3,0CSXK98T8BJ978609
MASSACHUSETTS,8,excellent,1,3EGMJ38J1TY471027
ALABAMA,1,fair,3,9ISZF65I8EJ812791
ARIZONA,7,good,1,2HOVK44N4CZ705772
ARIZONA,7,like new,2,0LXYQ46U6GI790031
UTAH,9,excellent,2,2LUPD42R0FB159156
COLORADO,6,good,2,8JBSK88K5VC415012
WASHINGTON,3,good,3,3WOAE41B5DP330198
TEXAS,4,excellent,2,0EDUD90Q6KV980940
UTAH,9,fair,1,9PFKY24Y7SF059154
UTAH,9,like new,1,8INOL93X7XF520339
FLORIDA,5,salvage,1,0QUOC90T6XE882286
COLORADO,6,fair,3,9YJHT69G3JM667658
NEVADA,10,excellent,3,0SQVS39C8PB529132
WASHINGTON,3,excellent,2,1NTFS36I3OE181000
TEXAS,4,good,3,5ZTKG95H7ED706673
NEVADA,10,salvage,3,4DJQJ16G9ZH684119
ALABAMA,1,excellent,1,4VYDC36B5NM561528
FLORIDA,5,excellent,2,0DDHC44B5RE345225
CALIFORNIA,2,good,3,7RRMW25C4TP356877
UTAH,9,salvage,3,3HHWZ16T3LB398171
WASHINGTON,3,excellent,3,4LJSQ45R6NJ677954
MASSACHUSETTS,8,fair,2,0PUTG76M2ZV370695
FLORIDA,5,fair,3,2QSCJ36I8BE299193
FLORIDA,5,fair,3,4LDNW99Q7ZF724312
UTAH,9,salvage,2,6WYJD23J0AI173142
NEVADA,10,excellent,1,4CVQU39U7NT492849
ARIZONA,7,good,1,0SPCD97P2NK822636
ALABAMA,1,excellent,1,6OABB79R3ZU695681
NEVADA,10,excellent,3,5VVXG42U7QI304058
UTAH,9,excellent,1,8UJNQ84S3MA460252
MASSACHUSETTS,8,excellent,3,7ONGM03H7FD035768
ALABAMA,1,good,2,9NLEV00Y2CG144547
MASSACHUSETTS,8,good,1,9QOYZ82P6ZD190915
WASHINGTON,3,salvage,2,8RTNM12B2FP735625
ARIZONA,7,good,1,1CJYA72N2BA845858
TEXAS,4,fair,3,8NEFG84S8QB799913
ARIZONA,7,salvage,1,1CCVT52R7MO333724
CALIFORNIA,2,excellent,2,3AKYD38O7YN055809
ALABAMA,1,good,2,6XMIL31H1LE874298
ARIZONA,7,like new,3,5CEQY40R0DE947587
WASHINGTON,3,fair,3,7WLGW10C2IR166285
TEXAS,4,fair,3,6CBLA08S9VT975712
ARIZONA,7,excellent,3,5NDNR64M9EV511015
TEXAS,4,excellent,2,2ZNTW53G9HQ716295
WASHINGTON,3,excellent,2,4WGRO74R0ZJ489872
ARIZONA,7,good,3,0BYZZ35Q9GE422324
FLORIDA,5,salvage,3,3BRKF34N7WF301814
TEXAS,4,like new,2,9HSJI23X7CM227186
FLORIDA,5,excellent,3,7ZPFO51N7QM223302
ALABAMA,1,excellent,2,6HZTZ36L3FA399582
MASSACHUSETTS,8,excellent,3,8PMMA53T5JI447961
NEVADA,10,excellent,2,5KCTA63K0FR691455
NEVADA,10,excellent,2,4SPRX15P2SD615924
TEXAS,4,excellent,3,5WKQS67F7IP624989
FLORIDA,5,good,2,2DXMY90T6CZ986990
TEXAS,4,good,1,8MYYE89Y6PA135663
TEXAS,4,good,1,3ZUDE79U5SG130429
COLORADO,6,good,1,4DJCU65J6QZ328155
TEXAS,4,good,1,3RICW74U8PE103500
CALIFORNIA,2,fair,3,6GBXA76T7IM365007
ALABAMA,1,excellent,1,1PJZJ45K1LD283010
WASHINGTON,3,good,2,7XNTA87Z2GH581334
FLORIDA,5,good,3,0AHRV07Y9PY781721
FLORIDA,5,excellent,1,0OAPM60S4ED297702
CALIFORNIA,2,good,3,3VVNI22R7IB907978
WASHINGTON,3,excellent,2,1BITF61A1VH099539
TEXAS,4,good,1,5LKIY04R4FL412564
TEXAS,4,like new,3,2KKCN07E9WC705348
ALABAMA,1,like new,2,0ROKP23L7VG290231
MASSACHUSETTS,8,excellent,3,0RRWU81R5BZ072812
WASHINGTON,3,like new,2,1CLTX37B2TP201492
MASSACHUSETTS,8,excellent,1,3XESD23L4WP277534
MASSACHUSETTS,8,excellent,3,3GVCB53L9VQ063910
FLORIDA,5,salvage,3,8VQLS50P4QC062554
ARIZONA,7,good,2,8ORFW45P4BR284662
TEXAS,4,excellent,2,4CHLE66G0XO019517
ARIZONA,7,excellent,2,6QJUK52C7PL181732
COLORADO,6,good,3,7XHSQ83P3PF351166
MASSACHUSETTS,8,good,1,2ETPB26P4SY580174
WASHINGTON,3,salvage,1,8WYBA65H8BG025435
COLORADO,6,good,1,7BYNM74Q5PE751870
CALIFORNIA,2,good,2,1STVT14O3FJ997663
FLORIDA,5,good,3,6QGCZ31X9TQ538959
FLORIDA,5,good,2,7TNTU94R7ZG241879
FLORIDA,5,good,3,8IFJV78N7IT745565
WASHINGTON,3,good,1,9TPBR80C5MM097037
CALIFORNIA,2,good,1,0NDEI26L3YC357009
ARIZONA,7,good,2,7UTZN15D7RI950032
UTAH,9,good,1,6IWQE39I1LG242787
MASSACHUSETTS,8,good,1,6RSBZ42J8ZE145074
COLORADO,6,good,3,3YHUE12C8KE333751
WASHINGTON,3,good,1,2JUHT25D2WE686753
UTAH,9,good,1,1UVHZ42S3VB662529
CALIFORNIA,2,good,2,4ETQU89T5LT847449
CALIFORNIA,2,good,3,2BKTW28L5VP166386
CALIFORNIA,2,good,2,2QZAB34O8AB821312
CALIFORNIA,2,good,2,8YSYP89R5TQ277307
WASHINGTON,3,good,1,4MHNA77B2SK048932
FLORIDA,5,good,3,7KGND81L2JZ499156
COLORADO,6,good,3,3SHED67M5XE536026
TEXAS,4,like new,3,9UCZS04T4DQ157775
WASHINGTON,3,good,3,7TITZ50J0LE738688
FLORIDA,5,good,1,5SDPH64T0MT816543
TEXAS,4,good,2,7IGEL71U9ID898512
ARIZONA,7,good,2,4WQAN04K9OU619447
ARIZONA,7,good,1,3DOVO27E1MI760006
TEXAS,4,good,1,6ZXXF00B6XY379014
UTAH,9,good,3,5GQSQ83A0DT483242
COLORADO,6,good,1,7KMDV34E1PV734557
UTAH,9,good,3,6QJOP24T6RL380503
FLORIDA,5,good,3,4KLXW02P2IL761930
TEXAS,4,good,3,5XUOX16N2LV816083
FLORIDA,5,good,2,3LATT17P0ED567911
COLORADO,6,good,1,1WNOA87M0EV076998
TEXAS,4,good,3,8SGEC47W8IB618978
CALIFORNIA,2,good,3,8RBLV57S8UZ073176
ALABAMA,1,like new,2,4BEYA57N5KR373511
UTAH,9,excellent,2,4CTTO32F6CA007201
FLORIDA,5,excellent,2,8SRNG41I2JB988851
NEVADA,10,excellent,2,4JOZE01Y0KX095872
NEVADA,10,fair,3,6UQJI73Y6RG725850
MASSACHUSETTS,8,excellent,1,7XXPI21Y7KW905645
NEVADA,10,excellent,2,4RWEN25K8JY487060
UTAH,9,excellent,3,5FUQG01P0TU689437
WASHINGTON,3,excellent,2,5OAFS70Y9SG688503
WASHINGTON,3,excellent,3,3ROJP77B7VA939283
ARIZONA,7,excellent,1,3JHXV65I2WJ966370
CALIFORNIA,2,good,1,4FESS60A7IG427602
UTAH,9,excellent,1,8AHGI42A6QC524856
NEVADA,10,like new,3,4TCIO49T9AH444254
NEVADA,10,like new,2,4CZDA58K9RH734729
MASSACHUSETTS,8,like new,2,9GSZG31C9HQ204523
WASHINGTON,3,salvage,3,3FKVE42O7VO868160
CALIFORNIA,2,good,1,5FKCJ86P7IZ502859
FLORIDA,5,good,1,8NWXZ59Q0DN473330
TEXAS,4,salvage,2,2WHDZ49E6VX121086
ARIZONA,7,fair,1,2EMQG18Z0CY971290
MASSACHUSETTS,8,good,2,6WBYE47S1SC913276
FLORIDA,5,good,1,6JLEI89Q0XR956778
NEVADA,10,like new,1,0YWPU67K6GZ115799
TEXAS,4,good,3,4AYDZ51O6CG855786
ARIZONA,7,good,1,1RREF46I1ZE609382
ALABAMA,1,good,1,8LPDK05L7MT660844
MASSACHUSETTS,8,good,2,7FLUH35Y7ND745982
ARIZONA,7,fair,1,8OFNZ47M3NM733122
MASSACHUSETTS,8,excellent,3,9AXXT78W0ZT595218
FLORIDA,5,excellent,2,1WOWU50A3KP421067
WASHINGTON,3,excellent,2,2UYGM41K8ZD218938
NEVADA,10,like new,2,7JFGN40I7TG024600
CALIFORNIA,2,like new,3,5DESD91A8IL799217
MASSACHUSETTS,8,excellent,1,9OGGR35R7PZ231532
COLORADO,6,fair,3,8QAHT90H7FT058632
UTAH,9,fair,2,2TITT95W7YE459113
CALIFORNIA,2,salvage,3,0VKUM36C6CT631325
FLORIDA,5,excellent,1,7ECDF38A7NK610875
COLORADO,6,excellent,3,9PVAI39J6GU100568
COLORADO,6,excellent,3,5RHZY70K5TJ202672
ALABAMA,1,like new,2,4VOZM86K6FV139089
CALIFORNIA,2,excellent,3,3FHXE94S2EU823748
CALIFORNIA,2,like new,3,6JGOC29N5JZ608057
UTAH,9,fair,2,8PUED44J2HK004096
UTAH,9,good,3,5OORB82H9QN666095
TEXAS,4,good,3,4QWAP54U2JC645875
COLORADO,6,excellent,2,9HHIJ99F8RJ328770
FLORIDA,5,excellent,1,6CBDW40N2QY309028
CALIFORNIA,2,excellent,1,8ZVJH29A5AA046768
TEXAS,4,excellent,3,2TLYX73N1DF714250
CALIFORNIA,2,salvage,1,8GLUW87W2EG105368
COLORADO,6,good,1,4DAVA59G8FV806282
MASSACHUSETTS,8,good,1,5CROL19H7YJ340490
ALABAMA,1,salvage,2,2ZNRP47Q2RY092973
FLORIDA,5,excellent,3,1FETK12K4QF593194
UTAH,9,fair,3,9RGTK13Y0XD101881
ARIZONA,7,good,1,9MKXY66M9IY775779
COLORADO,6,excellent,1,9LKOL65O6VV663594
FLORIDA,5,like new,1,6WFRW19M1FJ375030
CALIFORNIA,2,salvage,3,5AHCP37L6US180646
FLORIDA,5,excellent,2,7KGFO05V0BD197446
MASSACHUSETTS,8,excellent,3,0ZSIC43P5TB613530
COLORADO,6,like new,2,6HQXZ23H7TF367972
ALABAMA,1,excellent,2,8MNMG40X3RK900619
NEVADA,10,good,3,3SBMR45J9BF717844
FLORIDA,5,excellent,1,6LSIO56G6OR292637
ARIZONA,7,good,3,2IWUT88F8OE487535
FLORIDA,5,fair,3,9DVLW93U0OB618726
UTAH,9,excellent,1,5LAUF65K2IY188825
NEVADA,10,excellent,1,8SJNM41Z7IU825840
MASSACHUSETTS,8,excellent,1,1PVWY00K8OJ947068
UTAH,9,excellent,3,3VDND01I1EI782592
WASHINGTON,3,like new,1,5MFST85Z3VY375144
TEXAS,4,salvage,1,8GIQV55A2OD806297
COLORADO,6,like new,2,3HUZT46O5QY425767
FLORIDA,5,excellent,1,6YAMK32Q0VV721792
COLORADO,6,excellent,1,7LKDF37U3BY320230
NEVADA,10,good,1,2IBLZ24A6JE630137
CALIFORNIA,2,like new,2,1OMZT39Y7MG686690
WASHINGTON,3,excellent,1,1SJZC28V1TX804289
CALIFORNIA,2,good,1,2FEWO15I0IH489996
WASHINGTON,3,like new,2,6HIXU35G1AO825379
FLORIDA,5,excellent,2,2ZIEH83O0OS744432
ARIZONA,7,good,1,7DRRS71Y7RJ901585
CALIFORNIA,2,good,3,4WCJV57O4LY052589
UTAH,9,fair,1,3PRKH25N3QS283700
WASHINGTON,3,good,1,2YXAV53J0AK987621
ARIZONA,7,excellent,3,3ICXK68L0AK279886
COLORADO,6,excellent,3,3FGUT70R0BY294169
WASHINGTON,3,excellent,2,5EAST99D7GY105795
ARIZONA,7,excellent,1,6RJJB80K6KS514819
NEVADA,10,excellent,2,1LQUA27G5PM458605
TEXAS,4,excellent,2,1SYJT32E8ON231477
MASSACHUSETTS,8,good,2,8FCPI29Y5IS246811
NEVADA,10,salvage,3,5TIAG94D7FN111424
WASHINGTON,3,good,1,3IIXH97N8VE925334
UTAH,9,excellent,1,0QFCW64Z9EV822657
ALABAMA,1,excellent,2,9PWQU08U8GX855983
NEVADA,10,excellent,1,7SQEX71K6VA499602
MASSACHUSETTS,8,salvage,2,5BLZB42I7KV038801
WASHINGTON,3,good,3,1SOID59H1DU518038
WASHINGTON,3,good,2,1ITYK13I0KF503964
TEXAS,4,excellent,3,8QREL18Z2NX144216
CALIFORNIA,2,excellent,3,7DUVW20U8DB624079
MASSACHUSETTS,8,excellent,3,2ZYCO94G8JW011821
ALABAMA,1,excellent,2,4WLFF44A0YG233494
COLORADO,6,excellent,1,9KZZS02O5IB033477
COLORADO,6,excellent,1,4MONO16H2ZV176352
UTAH,9,salvage,2,7CVOA31M4CO458940
ALABAMA,1,excellent,1,3TFNK77V0DS470124
FLORIDA,5,good,3,1QTZD37L3RT766818
TEXAS,4,good,1,4REKA00Y8GR568473
NEVADA,10,salvage,2,5SPMN05X0UR519323
ARIZONA,7,good,1,6MBTO61U8SK296473
ARIZONA,7,excellent,3,0UIRU35C1EK751885
TEXAS,4,excellent,3,1MIRY77M4WX119204
UTAH,9,excellent,3,2XQXU69V8TE386151
TEXAS,4,like new,3,3TSHS98M1ZP346709
ALABAMA,1,excellent,1,2TNWW00N7AR727103
WASHINGTON,3,excellent,1,2YPSL42X3JL986323
ALABAMA,1,excellent,2,5NVJR14R6TR771948
TEXAS,4,excellent,1,8YXLN18O4ZC020150
UTAH,9,like new,3,7VUGV63J9KS239519
COLORADO,6,good,3,4UHBD87B2EL949769
MASSACHUSETTS,8,excellent,2,0CEUI22T5SY334076
UTAH,9,excellent,1,7QBKN38M9BS263575
MASSACHUSETTS,8,excellent,3,6JJEY55D1PJ090794
ALABAMA,1,excellent,1,7SULX86X1MT614279
ALABAMA,1,good,3,0CYBE94I5WG275755
TEXAS,4,good,2,8BHYA46X9WO898265
NEVADA,10,like new,1,7LSXL60I9LF299243
NEVADA,10,excellent,1,8CMJO02Z4MM200530
ALABAMA,1,salvage,1,6CEFC67G2IY242718
NEVADA,10,excellent,2,6PASX64P3MO953727
NEVADA,10,good,2,2CBXB19M3BI367580
CALIFORNIA,2,good,3,5JEIC84W0LU910255
ALABAMA,1,excellent,3,4JGVH59D0CX877965
ARIZONA,7,fair,3,9HJWY44N7TQ110578
WASHINGTON,3,excellent,2,6EUZT31A1LN582076
CALIFORNIA,2,excellent,1,9UEPB73J0VU674679
UTAH,9,excellent,3,2BZYB61A0OH647877
FLORIDA,5,excellent,2,0CGAO62P4JW045923
FLORIDA,5,excellent,3,4KVJY39B2NM225939
WASHINGTON,3,excellent,1,2NUCH28U7NJ606350
NEVADA,10,excellent,3,7NLTO37W8DR161644
TEXAS,4,good,3,5QNIX94Q1JG644881
ARIZONA,7,excellent,3,0FIRM65Q1KV905858
CALIFORNIA,2,excellent,1,9SSWL87K9OZ193138
ARIZONA,7,excellent,3,8AKKC76H2KV185476
UTAH,9,good,1,7HQLP57F5NZ413006
UTAH,9,fair,1,4UQYT42G6UP217087
WASHINGTON,3,good,2,1BIFT31Y5DN546969
MASSACHUSETTS,8,excellent,1,4FKTJ86W2PO495188
COLORADO,6,excellent,2,7AEWU62C8XS741040
TEXAS,4,good,1,3ODEG22J1SQ508767
NEVADA,10,good,3,6TZWH02F0ET536511
ALABAMA,1,fair,2,7KMKA90V0TZ349094
ARIZONA,7,fair,1,5MTAP11Q6ZF660699
ALABAMA,1,excellent,1,2DOAL39C2MW862320
UTAH,9,fair,1,8BHHN18U5JP592795
UTAH,9,excellent,1,9CKKU56F4DF681260
UTAH,9,excellent,3,2VGVQ45E3NN410957
CALIFORNIA,2,fair,1,2LVRJ53P9KW648160
UTAH,9,excellent,2,8HFSQ88W0VT887226
WASHINGTON,3,excellent,3,3OICE47J4KV425475
CALIFORNIA,2,fair,3,7INOE95W9GR650167
MASSACHUSETTS,8,good,3,7DIHA18I8QR597552
ALABAMA,1,good,3,5KOQV47Z8JL374049
COLORADO,6,good,1,7LNRY74H5CI699614
ARIZONA,7,salvage,1,9ZCQM50K8WT691969
ALABAMA,1,good,3,7AQKL84R1JI019478
MASSACHUSETTS,8,salvage,3,3SEKP82T1QQ175947
UTAH,9,good,3,9YVWR33L0SH483481
TEXAS,4,good,3,8MLCD17S9VL561377
MASSACHUSETTS,8,fair,3,7XOKL44H2ZE216950
TEXAS,4,excellent,1,0NWBY08L5EL306871
TEXAS,4,excellent,2,0TKJR28G8XP265652
CALIFORNIA,2,excellent,2,1CBPP80U1MY338419
TEXAS,4,good,3,2MCDR52Y2AO788145
WASHINGTON,3,excellent,2,3MDGW64J0YR437612
MASSACHUSETTS,8,good,2,3RBGC51S6BI245392
MASSACHUSETTS,8,excellent,1,4OKPT37T9JS161005
WASHINGTON,3,excellent,1,7HVZW28P2OM120426
NEVADA,10,like new,1,1WIWP40Z8OU647888
NEVADA,10,excellent,2,9SLDF88B0RF108303
WASHINGTON,3,salvage,2,7RBAS32U0WO761088
WASHINGTON,3,salvage,1,3NFRU06M8EP685386
MASSACHUSETTS,8,excellent,1,8EQFH02I0FL187876
ARIZONA,7,like new,2,2XYSP59P5ZA809548
CALIFORNIA,2,good,3,6BYGD14X8UH437825
UTAH,9,excellent,1,5SCIJ41D8ZW559853
UTAH,9,good,3,2FHSY85H6EN038917
UTAH,9,excellent,3,7QSSY27C6NY368843
NEVADA,10,like new,2,7JDBR76M8RJ238494
TEXAS,4,salvage,3,9FFMI13U2QM158402
NEVADA,10,excellent,2,1ASGB67L5HZ414480
TEXAS,4,like new,1,4GEIB73H3TX475299
CALIFORNIA,2,excellent,2,5BNIO56B4KU642408
UTAH,9,excellent,2,2RLGE95B4YV174488
CALIFORNIA,2,like new,3,7RRAX59J3OO814279
NEVADA,10,like new,3,9GBWK79I5MK905912
CALIFORNIA,2,salvage,2,5WEZB07B2UQ779310
TEXAS,4,good,3,7CTHB55Z2EM735831
FLORIDA,5,fair,1,9IDCO43A2HY970621
TEXAS,4,excellent,3,8PWYR68H2GN924499
MASSACHUSETTS,8,salvage,3,5FCTT76O9OO665312
TEXAS,4,salvage,3,4ORNR54H1PY059983
UTAH,9,fair,1,7HQGD34F2IH583817
CALIFORNIA,2,salvage,3,2RMNI72X6LH199653
TEXAS,4,like new,3,1AAQQ85Z2DE003782
ALABAMA,1,like new,1,8AGNK34K4UH106399
COLORADO,6,excellent,2,9MSXF61K1DJ243614
WASHINGTON,3,fair,1,9XSAG59A8AR059478
WASHINGTON,3,excellent,2,2IYGV12Y2LS661780
FLORIDA,5,salvage,2,5VINL46G6DK035645
CALIFORNIA,2,excellent,1,2RLUM53T4FU242453
NEVADA,10,excellent,2,4BBFP02G5RO395094
UTAH,9,excellent,2,6PYDA54A4OA520626
ALABAMA,1,excellent,2,0PCEN32Q6GG563001
MASSACHUSETTS,8,good,2,0RUDH61A7LB271294
ARIZONA,7,excellent,2,7CLIT16Z9KR840014
FLORIDA,5,salvage,2,5TDRN80T3LH899390
MASSACHUSETTS,8,good,2,4KNAZ90Q5TE733434
ALABAMA,1,excellent,1,7JIXV96N7MW530837
NEVADA,10,excellent,2,4KFMC86O5ML188485
WASHINGTON,3,excellent,1,7FVAM40G6CR014231
MASSACHUSETTS,8,good,3,0WNXS00N5RX965433
CALIFORNIA,2,like new,1,4EIHS82Z8NI246535
COLORADO,6,excellent,3,7EHQL84F9AR969879
COLORADO,6,like new,2,2NNCQ16E6VB534946
NEVADA,10,excellent,1,6EVPW14S0MB287995
FLORIDA,5,fair,1,1ZQDW27Y8JP837787
FLORIDA,5,excellent,3,8GVXQ02A1VV632523
CALIFORNIA,2,excellent,2,6ZAIU71I7YA327299
MASSACHUSETTS,8,excellent,2,0TQFV12F5SK046546
ALABAMA,1,fair,3,5AUOV15D5XQ046881
UTAH,9,excellent,3,8ACFQ01W9ZV077303
NEVADA,10,good,1,0WFSZ09Y1FQ952462
ARIZONA,7,good,2,1HGYD80J8SC156343
ARIZONA,7,excellent,3,6QSUG18L5JB910727
NEVADA,10,good,3,7GSDA53O7KG378319
NEVADA,10,good,2,6KBKI07J9DO221663
COLORADO,6,good,3,1SYRR56C9SY169312
ALABAMA,1,excellent,1,3DVIC17V7IU340313
WASHINGTON,3,salvage,3,1DNAB06W7NX963036
WASHINGTON,3,good,1,4FNBP95S5WJ200166
COLORADO,6,like new,2,9VWAB40T4DH083740
MASSACHUSETTS,8,salvage,1,5LMHN29W1GK274142
WASHINGTON,3,fair,3,4BMYT57G2FH317577
MASSACHUSETTS,8,excellent,1,8GDJR81J7XO420818
WASHINGTON,3,like new,3,7SRPH34O6UK354911
FLORIDA,5,excellent,3,6CUPB11H6GT356997
NEVADA,10,excellent,3,1FXHS93L6HQ585007
ARIZONA,7,excellent,3,1XLPJ14C1UV000408
FLORIDA,5,excellent,3,6MJCE99K7TH579025
COLORADO,6,excellent,2,0GKZA83R5VC465301
FLORIDA,5,good,2,3HCHQ02Z3NF705321
CALIFORNIA,2,excellent,1,2RRYJ31Q2GK912998
MASSACHUSETTS,8,like new,1,1UETO91S6BH149724
NEVADA,10,like new,1,8QJLU10O1VR168669
TEXAS,4,excellent,2,0VSTB31L1HT806163
ARIZONA,7,fair,1,5PMLI81Q2WM558289
ARIZONA,7,good,3,5IPDG12H8GN476216
NEVADA,10,good,2,1IWUB89W8GQ147861
WASHINGTON,3,fair,3,0WJWB29K1UP763230
FLORIDA,5,excellent,2,4KZTR98U9HT998203
TEXAS,4,excellent,2,1YZWZ52U4UI931100
FLORIDA,5,salvage,2,8YINU56X6LE845473
FLORIDA,5,excellent,2,5JWSL63F6RC128864
MASSACHUSETTS,8,excellent,2,5CFTK18L1VW553587
