Bentley Continental GT,2005,mazda,coupe,green,44995,111,General Motors
a4 avant 2.0t premium,2010,hyundai,wagon,purple,10495,112,audi
1952 IH,1952,hyundai,hatchback,grey,4600,113,Ford
xc70,2006,toyota,wagon,silver,3500,114,volvo
altima 2.5 sl,2006,honda,sedan,blue,1700,115,nissan
300zx twin turbo z32,1990,volkswagen,coupe,silver,9000,116,nissan
a6 3.0t premium,2011,chrysler,sedan,black,9495,117,audi
a4 6-spd 2.0t s-line,2007,hyundai,sedan,white,8495,118,audi
c-10,1967,hyundai,pickup,black,26500,119,chevrolet
1500,1998,lexus,pickup,red,2500,120,ram
grand caravan,2017,kia,van,white,14500,121,dodge
super duty f-250,2018,hyundai,truck,white,35000,122,ford
a4 2.0t avant apr,2011,volkswagen,wagon,brown,18995,123,audi
tahoe,2008,toyota,SUV,black,13800,124,chevrolet
elantra,2013,chevrolet,sedan,grey,8350,125,hyundai
bronco,1992,lexus,SUV,white,9500,126,ford
dakota club cab,2002,mazda,pickup,grey,3500,127,dodge
camry,2011,kia,sedan,white,7000,128,toyota
outback,2009,chevrolet,sub-compact,blue,6000,129,subaru
passat,2006,kia,mini-van,yellow,800,130,volkswagen
328i xdrive,2007,honda,sedan,black,5500,131,bmw
f250 4x4 supercab long bed,1994,hyundai,crossover,red,4250,132,ford
sedan deville,1993,mitsubishi,convertible,blue,3100,133,cadillac
2001 s500,2001,toyota,convertible,brown,2500,134,SAIC
mustang svt cobra,1999,volkswagen,sub-compact,brown,12000,135,ford
civic,2004,mitsubishi,crossover,blue,6900,136,honda
armada,2005,kia,SUV,blue,4500,137,nissan
corvette,1986,mitsubishi,convertible,silver,18980,138,chevrolet
xjs convertible,1995,mitsubishi,convertible,blue,12500,139,jaguar
silverado,1975,mitsubishi,coupe,green,0,140,chevrolet
BROCKWAY,1970,mitsubishi,hatchback,purple,3000,141,Honda
MACK R600,1970,chevrolet,crossover,white,2500,142,BMW
INTERNATIONAL 310,1970,toyota,sub-compact,red,700,143,SAIC
corvette,2005,mazda,wagon,black,10500,144,chevrolet
300,2012,honda,sedan,black,4900,145,chrysler
f-150,2011,chrysler,truck,red,500,146,ford
civic coupe,2006,kia,coupe,grey,500,147,honda
blazer,1997,kia,SUV,grey,500,148,chevrolet
silverado,2011,chrysler,sports,black,8600,149,chevrolet
corolla,2010,lexus,convertible,white,7500,150,toyota
dart sxt,2013,chrysler,sedan,blue,6195,151,dodge
yukon,2000,mazda,hatchback,red,400,152,gmc
coupe de ville,1964,chevrolet,mini-van,white,19500,153,cadillac
wrangler,1998,mazda,SUV,black,4300,154,jeep
blazer,2003,hyundai,compact,blue,2400,155,chevrolet
grand cherokee limited,2005,chevrolet,SUV,black,4200,156,jeep
sebring convertible,2000,chrysler,convertible,red,4000,157,chrysler
benz glk350 4matic,2011,chrysler,crossover,green,9000,158,mercedes-benz
sienna,2004,chrysler,sedan,blue,9937,159,toyota
highlander limited,2001,mitsubishi,SUV,white,2000,160,toyota
300c hemi awd,2006,lexus,sedan,grey,1500,161,chrysler
silverado 1500,2005,hyundai,truck,silver,1000,162,chevrolet
terrain slt,2011,chevrolet,SUV,grey,1500,163,gmc
f-150,2003,mitsubishi,pickup,grey,4900,164,ford
f-450,2004,mitsubishi,coupe,white,7800,165,ford
ilx,2016,chevrolet,sedan,grey,14999,166,acura
Grand National,1986,mazda,crossover,grey,19,167,Honda
super duty f-350 srw,2006,hyundai,pickup,white,7990,168,ford
tc8500,2008,mitsubishi,pickup,red,23990,169,gmc
Oldsmobile Intrigue,2002,volkswagen,sub-compact,brown,1495,170,General Motors
acadia,2010,chrysler,SUV,black,9990,171,gmc
acadia,2008,lexus,SUV,white,7990,172,gmc
silverado 1500,2016,hyundai,truck,black,19900,173,chevrolet
2500,2014,kia,coupe,black,26900,174,ram
avalon,2001,chrysler,sedan,custom,2500,175,toyota
oldsmobile bravada,2002,toyota,coupe,black,3000,176,Hyundai Motor Group
edge sel awd,2008,hyundai,SUV,grey,6200,177,ford
vue,2005,lexus,SUV,green,1500,178,saturn
genesis,2013,toyota,sedan,white,5400,179,hyundai
escape,2011,toyota,SUV,blue,5500,180,ford
silverado 1500,2011,chrysler,compact,purple,18800,181,chevrolet
lacrosse cxl,2009,kia,sedan,black,5000,182,buick
ilx,2005,lexus,SUV,custom,2150,183,chevrolet
versa,2017,hyundai,sedan,blue,5950,184,nissan
dakota,2005,hyundai,truck,purple,5039,185,dodge
tucson,2019,volkswagen,SUV,blue,17995,186,hyundai
cherokee,2017,honda,SUV,grey,15500,187,jeep
soul,2013,toyota,SUV,black,6995,188,kia
rogue,2017,volkswagen,SUV,orange,20500,189,nissan
rogue,2017,honda,SUV,silver,17237,190,nissan
journey,2017,mazda,SUV,white,11999,191,dodge
f-450 4x4 flatbed truck,2011,mitsubishi,van,white,32500,192,ford
f-450 7.3 reg cab 11' crysteel contractor dump,2000,honda,coupe,white,25900,193,ford
fit sport,2013,chrysler,mini-van,green,8800,194,honda
terrain,2013,chevrolet,SUV,white,6900,195,gmc
express 2500,2011,lexus,compact,brown,6900,196,chevrolet
fusion,2016,mazda,sedan,silver,13995,197,ford
focus,2014,mazda,sedan,black,7000,198,ford
equinox,2016,toyota,SUV,white,18500,199,chevrolet
express passenger,2013,toyota,van,black,18333,200,chevrolet
express cargo van,2014,honda,van,green,19788,201,chevrolet
express cargo van,2013,mitsubishi,van,white,16488,202,chevrolet
prius,2016,volkswagen,hatchback,red,13795,203,toyota
express passenger,2011,toyota,van,blue,23488,204,chevrolet
express,2010,volkswagen,van,green,14600,205,chevrolet
No data No data,2009,hyundai,truck,white,4999,206,Ford
express cargo van,2013,kia,van,silver,21999,207,chevrolet
express passenger,2013,chevrolet,van,black,22488,208,chevrolet
express cargo van,2011,chrysler,van,white,14980,209,chevrolet
express passenger,2013,kia,van,black,21970,210,chevrolet
express passenger,2014,mazda,van,green,22994,211,chevrolet
express cargo van,2014,volkswagen,van,white,19750,212,chevrolet
express passenger,2011,chevrolet,van,black,21969,213,chevrolet
express cargo van,2013,mitsubishi,van,white,13888,214,chevrolet
express cargo van,2012,lexus,van,white,15788,215,chevrolet
express cargo van,2014,mazda,van,white,12970,216,chevrolet
express cargo van,2011,toyota,van,white,15777,217,chevrolet
express passenger,2009,mitsubishi,van,green,22999,218,chevrolet
enclave,2014,chrysler,SUV,brown,14895,219,buick
econoline cargo van,2012,mitsubishi,van,white,21880,220,ford
econoline cargo van,2012,chrysler,sedan,white,23988,221,ford
express cargo van,2012,kia,van,white,11650,222,chevrolet
express cargo van,2010,mitsubishi,van,white,13788,223,chevrolet
express cargo van,2013,chrysler,van,red,20900,224,chevrolet
express cargo van,2014,kia,van,white,16970,225,chevrolet
express cargo van,2008,honda,van,white,16888,226,chevrolet
express cargo van,2009,honda,van,white,10950,227,chevrolet
express passenger,2010,kia,van,white,19988,228,chevrolet
mustang,2000,lexus,coupe,white,2995,229,ford
e150,2001,honda,pickup,purple,8937,230,ford
express passenger,2011,hyundai,van,white,31988,231,chevrolet
econoline wagon,2009,chrysler,van,white,29988,232,ford
express passenger,2013,lexus,van,green,26888,233,chevrolet
express passenger,2014,hyundai,van,white,23998,234,chevrolet
focus,2017,mitsubishi,sedan,white,6995,235,ford
prius,2013,honda,sports,green,7495,236,toyota
es350,2012,mitsubishi,sedan,silver,13300,237,lexus
edge titanium,2018,toyota,SUV,black,16990,238,ford
traverse,2016,mazda,SUV,red,15900,239,chevrolet
liberty limited 4wd,2011,honda,SUV,red,9500,240,jeep
explorer,2011,honda,SUV,silver,12900,241,ford
optima,2016,mitsubishi,sedan,black,14900,242,kia
maxima sr,2016,volkswagen,sedan,grey,18900,243,nissan
escalade,2005,chrysler,compact,purple,1,244,cadillac
300,2019,hyundai,convertible,custom,24199,245,chrysler
corolla,2016,volkswagen,sedan,black,12975,246,toyota
s-10 blazer suv,1985,volkswagen,SUV,brown,4500,247,chevrolet
canyon,2016,chevrolet,sports,brown,29000,248,gmc
f-350 lifted crew cab lariat sb 4x4 6.7 powerstroke,2018,mitsubishi,pickup,grey,66995,249,ford
malibu,2004,chrysler,hatchback,white,2000,250,chevrolet
focus,2007,honda,sedan,yellow,2300,251,ford
grand caravan,2008,mitsubishi,convertible,blue,2300,252,dodge
rsx,2005,chrysler,coupe,grey,4500,253,acura
silverado,2007,volkswagen,hatchback,white,12995,254,chevrolet
tundra,2015,toyota,pickup,white,0,255,toyota
taurus,2006,chevrolet,sedan,green,2400,256,ford
FREIGHTLINER FL70,2004,mitsubishi,truck,red,56995,257,BMW
FREIGHTLINER M2,2008,toyota,truck,white,95000,258,Ford
civic lx,2008,chevrolet,sedan,grey,5800,259,honda
INTERNATIONAL MH035,2009,lexus,truck,green,44995,260,Ford
KENWORTH T3 SERIES,2017,chevrolet,truck,black,150000,261,SAIC
civic lx,2013,chevrolet,sedan,white,9750,262,honda
cheyenne 1500,1997,kia,pickup,red,4500,263,chevrolet
accord,2012,volkswagen,coupe,grey,14500,264,honda
grand cherokee,2014,chevrolet,SUV,black,14650,265,jeep
renegade,2016,mitsubishi,SUV,orange,13975,266,jeep
galant,2003,mitsubishi,compact,green,1900,267,mitsubishi
benz s500,2003,kia,pickup,orange,4200,268,mercedes-benz
mustang coupe,2012,mazda,coupe,black,9000,269,ford
mdx,2018,mitsubishi,mini-van,blue,34995,270,acura
malibu,2017,toyota,sedan,white,12995,271,chevrolet
fusion,2015,chevrolet,sedan,black,11495,272,ford
corolla,2009,toyota,sedan,silver,4500,273,toyota
cruze,2017,mazda,crossover,blue,14299,274,chevrolet
fiesta,2019,kia,crossover,silver,12279,275,ford
suburban ltz 1500 4wd 6-speed automatic,2011,hyundai,SUV,white,15989,276,chevrolet
hhr 1lt,2011,toyota,van,white,5599,277,chevrolet
coorado z71 4x4,2010,toyota,crossover,black,12995,278,chevrolet
cherokee,1990,hyundai,SUV,black,2500,279,jeep
tahoe,2003,mazda,SUV,brown,3100,280,chevrolet
FordGalaxie 500,1964,mitsubishi,sedan,blue,9000,281,SAIC
f-150,2009,chrysler,crossover,orange,10995,282,ford
civic,2007,volkswagen,coupe,black,3995,283,honda
trans am ws6,2000,chrysler,wagon,white,22500,284,pontiac
acadia,2013,volkswagen,sports,black,10988,285,gmc
town and country tourin,2007,chevrolet,compact,blue,18200,286,chrysler
enclave,2012,mitsubishi,SUV,silver,8500,287,buick
silverado 1500,1996,lexus,truck,red,5500,288,chevrolet
528i,2012,toyota,sports,grey,13500,289,bmw
f-350 super duty,2018,kia,coupe,red,46900,290,ford
oldsmobile cutlass supreme,1985,honda,crossover,yellow,4350,291,BMW
mustang,2001,honda,sports,red,8500,292,ford
focus st,2016,chevrolet,hatchback,blue,17495,293,ford
3,2007,honda,wagon,blue,2500,294,mazda
forte fe,2019,chevrolet,sedan,black,14995,295,kia
camry,2014,honda,sedan,grey,12500,296,toyota
town & country touring,2006,mazda,mini-van,blue,5450,297,chrysler
f350,2002,lexus,sports,red,15750,298,ford
sportage,2020,chrysler,SUV,silver,19000,299,kia
Ford350,2004,chrysler,hatchback,white,3500,300,SAIC
accord,2014,mitsubishi,sedan,white,13500,301,honda
650,1998,chevrolet,sub-compact,brown,3200,302,ford
civic hybrid,2007,chevrolet,sedan,grey,2500,303,honda
tacoma,2016,hyundai,mini-van,white,31500,304,toyota
f150 supercrew,2007,lexus,van,red,9900,305,ford
jetta,2013,hyundai,sedan,black,5500,306,volkswagen
w4500,2006,kia,truck,white,6500,307,gmc
f150 supercrew,2014,chevrolet,mini-van,green,15700,308,ford
elantra value edition,2016,lexus,coupe,brown,10900,309,hyundai
sonata se,2016,chrysler,sedan,black,7500,310,hyundai
trail blazer lt 4x4,2008,toyota,SUV,blue,6990,311,chevrolet
focus s,2014,chrysler,sedan,grey,5990,312,ford
cruze lt,2013,lexus,van,white,5800,313,chevrolet
atlas sel premium,2018,chrysler,SUV,silver,33500,314,volkswagen
1500,2012,volkswagen,pickup,black,22780,315,ram
comet,1966,lexus,coupe,red,6000,316,mercury
transit connect,2016,chevrolet,sub-compact,grey,11900,317,ford
f-150,2010,volkswagen,truck,grey,10000,318,ford
traverse,2015,mazda,SUV,blue,14500,319,chevrolet
passat,2001,chevrolet,sedan,black,2200,320,volkswagen
versa note,2017,mazda,sedan,grey,11500,321,nissan
legacy,2019,chevrolet,sedan,grey,20000,322,subaru
impala,2003,honda,wagon,red,2100,323,chevrolet
grand am,1999,kia,sedan,custom,2000,324,pontiac
routan,2009,lexus,mini-van,silver,7990,325,volkswagen
328xi,2011,hyundai,sedan,silver,7499,326,bmw
grand cherokee laredo 4x4,2010,honda,SUV,grey,7990,327,jeep
venza limited,2013,chrysler,mini-van,white,15000,328,toyota
topkick,1995,mazda,truck,white,12900,329,gmc
versa,2015,hyundai,convertible,purple,3995,330,nissan
corvair monza,1963,mazda,convertible,red,7200,331,chevrolet
1500,2015,volkswagen,pickup,white,24999,332,ram
silverado 1500,2015,volkswagen,pickup,white,24980,333,chevrolet
elantra,2016,chevrolet,sedan,blue,10495,334,hyundai
wrangler x 6-speed manual,2008,hyundai,SUV,black,15989,335,jeep
enclave,2015,toyota,SUV,silver,15995,336,buick
sorento,2016,lexus,wagon,white,17795,337,kia
escape,2013,chrysler,SUV,purple,10995,338,ford
4runner,1985,chevrolet,wagon,black,3500,339,toyota
passat,2013,volkswagen,sedan,white,11995,340,volkswagen
wrangler / tj,1997,mitsubishi,SUV,green,8995,341,jeep
grand cherokee,2016,chevrolet,SUV,silver,16995,342,jeep
civic,2012,toyota,sedan,silver,8995,343,honda
1500 slt quad cab 4wd big horn 5-speed automat,2008,kia,pickup,black,13984,344,ram
elantra,2013,chrysler,sedan,silver,7495,345,hyundai
s-class,2011,honda,sedan,black,17995,346,mercedes-benz
camry,1999,chevrolet,sedan,green,2500,347,toyota
1981 El-Camino,1981,lexus,convertible,purple,26500,348,SAIC
civic,2003,lexus,sedan,silver,1900,349,honda
accent sedan,2016,volkswagen,wagon,purple,7950,350,hyundai
edge,2011,hyundai,SUV,white,8995,351,ford
odyssey,2012,mazda,sub-compact,silver,8695,352,honda
impreza,2011,honda,crossover,silver,7795,353,subaru
grand cherokee,2018,lexus,SUV,purple,30500,354,jeep
accord,2012,lexus,sedan,white,10995,355,honda
wrangler,2008,volkswagen,SUV,silver,12995,356,jeep
edge,2015,toyota,SUV,red,16695,357,ford
explorer,2013,honda,SUV,black,0,358,ford
camaro,2012,mitsubishi,coupe,silver,11995,359,chevrolet
versa,2007,lexus,compact,brown,2995,360,nissan
excursion xlt,2000,honda,SUV,blue,7500,361,ford
xc90,2010,toyota,SUV,black,7995,362,volvo
f-250 xlt,2011,chevrolet,crossover,brown,19995,363,ford
f-350 xlt,2012,toyota,sports,blue,19999,364,ford
f-250 xlt,2012,honda,mini-van,grey,19999,365,ford
silverado 2500hd,2015,mitsubishi,truck,white,22000,366,chevrolet
titan,2017,chevrolet,truck,blue,27000,367,nissan
f150,1997,mazda,hatchback,white,3495,368,ford
edge,2017,chevrolet,SUV,orange,15495,369,ford
new beetle,2004,mitsubishi,convertible,blue,5200,370,volkswagen
acadia denali,2020,toyota,mini-van,white,41980,371,gmc
SCION XB,2014,honda,SUV,white,8495,372,BMW
g3,2009,mazda,pickup,white,4695,373,pontiac
accord,2014,hyundai,sedan,white,12995,374,honda
equinox,2005,mazda,pickup,green,4495,375,chevrolet
compass,2014,kia,SUV,blue,9495,376,jeep
cruze,2017,volkswagen,hatchback,silver,13995,377,chevrolet
tucson,2015,lexus,SUV,black,11495,378,hyundai
xc70 awd,2010,lexus,compact,blue,10695,379,volvo
town & country touring,2007,honda,mini-van,blue,4600,380,chrysler
tribeca b9,2007,mitsubishi,coupe,grey,4900,381,subaru
sonic lt,2013,chrysler,crossover,grey,4995,382,chevrolet
sonata,2013,volkswagen,hatchback,red,7250,383,hyundai
altima,2010,kia,sedan,white,6995,384,nissan
f-150,2003,mazda,compact,green,5495,385,ford
uplander,2007,mazda,van,brown,3295,386,chevrolet
malibu ls,2005,toyota,sedan,silver,3695,387,chevrolet
vibe,2003,lexus,wagon,grey,4995,388,pontiac
forester,2009,mitsubishi,wagon,grey,5995,389,subaru
cooper,2005,toyota,sports,orange,2995,390,mini
envoy,2002,honda,SUV,white,4795,391,gmc
sportage,2019,mitsubishi,wagon,red,15995,392,kia
corolla,2018,chevrolet,sedan,purple,14995,393,toyota
sienna,2000,mitsubishi,mini-van,black,4250,394,toyota
silverado 2500hd,2020,volkswagen,pickup,red,64988,395,chevrolet
equinox,2005,kia,SUV,grey,5450,396,chevrolet
prius,2005,hyundai,hatchback,blue,5995,397,toyota
fusion,2017,chevrolet,sedan,grey,15500,398,ford
focus,2009,chrysler,sedan,blue,5995,399,ford
corolla,2010,lexus,sedan,grey,6995,400,toyota
legacy,2017,toyota,sedan,green,16000,401,subaru
tlx,2018,toyota,pickup,black,16000,402,acura
tucson,2013,chrysler,pickup,green,7000,403,hyundai
altima,1996,chevrolet,hatchback,black,750,404,nissan
f150,2012,mitsubishi,hatchback,yellow,15990,405,ford
freightliner m2,2012,chrysler,truck,white,15000,406,Hyundai Motor Group
Plymouth Deluxe Sedan,1938,kia,sedan,purple,34980,407,General Motors
freightliner columbia,2006,mazda,SUV,white,14000,408,Nissan
malibu limited,2016,mazda,sedan,white,14995,409,chevrolet
mustang gt,1989,kia,convertible,black,5000,410,ford
cr-v,2009,honda,sedan,green,6995,411,honda
sportage,2017,hyundai,SUV,silver,14799,412,kia
mkz awd,2010,mazda,sedan,red,7990,413,lincoln
tt,2000,mitsubishi,compact,silver,3500,414,audi
elantra,2017,chevrolet,sedan,white,12995,415,hyundai
civic,2005,kia,sedan,black,2750,416,honda
forester premium awd,2013,volkswagen,wagon,grey,7990,417,subaru
escape xlt,2011,lexus,SUV,black,7750,418,ford
town & country,2016,mazda,mini-van,white,14600,419,chrysler
lancer,2004,chevrolet,crossover,silver,3200,420,mitsubishi
durango,2014,mazda,SUV,white,16995,421,dodge
xt5,2017,honda,SUV,silver,27000,422,cadillac
enclave,2020,honda,SUV,grey,30995,423,buick
charger,2014,chevrolet,sedan,black,12795,424,dodge
equinox,2015,volkswagen,convertible,purple,6900,425,chevrolet
a4,2008,toyota,sedan,black,7995,426,audi
silverado 2500hd 4x4,2004,chrysler,pickup,black,11500,427,chevrolet
civic,2012,mitsubishi,coupe,blue,7900,428,honda
acadia denali awd,2018,honda,mini-van,brown,33999,429,gmc
forte,2012,chevrolet,sedan,black,6750,430,kia
edge,2016,mitsubishi,SUV,white,20500,431,ford
encore,2016,chevrolet,SUV,white,16500,432,buick
tahoe lt,2011,toyota,SUV,silver,15900,433,chevrolet
taurus,2013,toyota,sedan,blue,7900,434,ford
prius,2016,mazda,sedan,black,18900,435,toyota
durango,2014,lexus,SUV,white,16995,436,dodge
challenger,1989,chevrolet,van,green,0,437,volkswagen
sentra sv,2016,hyundai,sedan,white,6950,438,nissan
FREIGHTLINER FL70,2004,lexus,truck,red,56995,439,Honda
FREIGHTLINER M2,2008,mitsubishi,truck,green,95000,440,Nissan
INTERNATIONAL MH035,2009,honda,truck,grey,44995,441,General Motors
KENWORTH T3 SERIES,2017,lexus,truck,yellow,150000,442,BMW
sierra 2500 denali crew cab 4x4 duramax diesel,2014,lexus,pickup,black,43995,443,gmc
escape,2017,mazda,SUV,black,16000,444,ford
altima,2019,volkswagen,sedan,black,20000,445,nissan
outback,2015,honda,SUV,silver,14500,446,subaru
explorer limited 4x4,2012,kia,pickup,black,13999,447,ford
forte,2017,chrysler,sedan,white,8995,448,kia
f-150,2018,honda,pickup,white,29990,449,ford
sierra 2500 lifted crew cab denali duramax diesel allison tran,2015,mazda,pickup,black,62995,450,gmc
civic sedan,2018,chevrolet,sedan,grey,16990,451,honda
malibu,2006,chrysler,sub-compact,grey,2995,452,chevrolet
silverado 1500,2009,chevrolet,pickup,white,13990,453,chevrolet
elantra,2017,kia,sedan,white,12995,454,hyundai
challenger,2014,kia,coupe,black,18995,455,dodge
odyssey exl,2009,chrysler,mini-van,silver,7990,456,honda
challenger,2014,lexus,coupe,black,18995,457,dodge
optima,2015,hyundai,sedan,white,15995,458,kia
trailblazer ls,2004,mitsubishi,SUV,blue,3250,459,chevrolet
grand caravan,2012,toyota,mini-van,white,7890,460,dodge
f250 super duty crew cab,2015,lexus,pickup,black,29995,461,ford
f-350 lifted crew cab lariat 4x4 powerstroke diesel,2015,hyundai,pickup,silver,54995,462,ford
silverado 1500 lifted crew cab lt 4x4 5.3 ecotec v8 financing,2015,toyota,pickup,silver,38995,463,chevrolet
escape xlt,2010,volkswagen,SUV,white,6250,464,ford
versa,2010,mitsubishi,mini-van,white,3100,465,nissan
yukon denali 4x4,2003,volkswagen,SUV,black,5990,466,gmc
beetle,2014,mazda,hatchback,green,9995,467,volkswagen
trailblazer,2002,hyundai,SUV,black,4390,468,chevrolet
impala limited,2014,mitsubishi,convertible,red,8990,469,chevrolet
lacrosse,2010,chrysler,compact,silver,7990,470,buick
transit 350,2015,kia,wagon,yellow,17995,471,ford
fusion,2017,hyundai,sedan,silver,13995,472,ford
expedition,2010,volkswagen,SUV,white,11995,473,ford
wrangler unlimited 4x4,2007,mazda,SUV,blue,17990,474,jeep
durango limited,2014,mitsubishi,pickup,white,17495,475,dodge
wrangler unlimited 4x4,2011,chrysler,SUV,brown,22990,476,jeep
